Route,TrafficCondition,RoadCondition,WeatherCondition,BusCapacity,AvgSpeed,DistanceToDestination,TimeOfDay,DayType,Delay
Route_19,low,average,sunny,42,28.540001865404072,16.840176246055243,afternoon,weekday,13.254065814357325
Route_19,medium,poor,sunny,18,27.707120895587995,26.779612155079327,evening,weekend,39.06419610082035
Route_19,low,poor,rainy,30,51.421472815609256,22.468576456236498,night,weekday,26.087465042704956
Route_19,high,poor,rainy,17,57.55682139561092,17.90383235638214,morning,weekend,49.89898563682384
Route_19,medium,average,rainy,15,30.557883843203655,16.440242712449376,night,weekend,19.510792812004482
Route_19,high,good,sunny,38,40.23233775844535,22.66524134364137,afternoon,weekend,31.71233681588504
Route_19,medium,average,rainy,33,56.30780668272112,11.446253133869037,night,weekday,24.055815185180936
Route_19,medium,poor,foggy,27,29.770123793519755,28.19720129075491,night,weekend,27.441223126697714
Route_19,medium,poor,rainy,45,54.363513375326,13.868902978605316,morning,weekend,32.565153386234286
Route_19,high,poor,rainy,17,44.82861018694501,19.93287646287548,morning,weekend,47.388430864957414
Route_19,low,poor,sunny,14,39.536942990564214,14.36422243173651,evening,weekday,35.53701031318275
Route_19,high,good,sunny,29,26.81208038835041,12.808962848585836,afternoon,weekday,23.987927821415518
Route_19,low,average,rainy,21,45.50034431731844,26.291125935845105,afternoon,weekend,19.668222542565204
Route_19,high,average,foggy,17,48.19004071723686,21.71679760641483,morning,weekend,42.33003110350459
Route_19,medium,good,sunny,10,47.80552466279673,16.278813220175216,evening,weekend,22.31163311548311
Route_19,medium,average,sunny,46,55.51283913220445,23.939160602546753,morning,weekday,20.568506192660948
Route_19,low,poor,rainy,43,21.912414335261566,17.92401604306526,night,weekend,31.031652490951178
Route_19,high,good,sunny,31,51.453184962867915,23.828448518198368,evening,weekend,41.06478115212779
Route_19,medium,average,foggy,42,53.70265971889384,22.13874115084516,evening,weekday,27.554193992624615
Route_19,high,poor,sunny,30,57.19865408059081,20.740153866387804,evening,weekend,51.15631384778908
Route_19,medium,good,sunny,15,49.24495260560093,19.415813030708858,night,weekend,2.342612092756135
Route_19,low,poor,foggy,17,28.67549502389,19.48059158370762,night,weekend,21.80980217916043
Route_19,medium,poor,rainy,41,55.07069250328745,29.210579804402368,evening,weekend,42.96787142602092
Route_19,low,poor,foggy,16,40.814124484813426,16.740365381967734,morning,weekend,30.788248614547427
Route_19,medium,poor,foggy,28,39.48519736517791,13.471508576380415,afternoon,weekend,30.839467061104525
Route_19,high,good,rainy,47,47.81329217465668,14.583491280013758,evening,weekday,49.95365503257015
Route_19,high,average,rainy,15,39.80633919501011,14.339850189322101,evening,weekday,44.33780435542485
Route_19,medium,average,rainy,31,27.737741489364662,25.93910120214042,afternoon,weekend,22.948416709895724
Route_19,high,average,rainy,24,56.59693971854721,9.172584822395395,morning,weekend,56.6964075179784
Route_19,high,poor,rainy,40,42.81531750519423,15.551469377298512,morning,weekday,49.74320583261121
Route_19,low,average,sunny,32,40.86912843104891,24.77113017538894,afternoon,weekday,12.637425311808238
Route_19,high,good,sunny,32,58.45577011415389,20.003678354660643,morning,weekend,26.9672788945565
Route_19,medium,average,foggy,43,58.80458661436898,19.485605007361677,evening,weekday,32.56758325604032
Route_19,low,average,rainy,24,29.810922992471088,16.819933954471434,morning,weekend,16.005913239663524
Route_19,high,average,rainy,30,29.799993415617912,11.940864936505436,night,weekday,28.3643106036579
Route_19,high,poor,rainy,24,28.002958803054618,21.714530921192612,evening,weekday,59.279381102903386
Route_19,high,average,rainy,12,51.59602843033507,28.584520683537278,morning,weekend,40.683584186938965
Route_19,high,average,rainy,27,39.74090403912308,15.633537230643178,morning,weekday,42.24612558377932
Route_19,high,poor,rainy,44,26.00492751144083,6.440254288991821,night,weekday,51.82706929124103
Route_19,low,poor,rainy,31,45.88194323419154,5.033553374170276,afternoon,weekday,31.738187024042276
Route_19,low,good,foggy,24,42.98062725083803,24.23032423720192,morning,weekend,19.382336219140853
Route_19,medium,poor,foggy,23,33.49102318408174,15.196263156848092,evening,weekday,45.826233617101565
Route_19,high,poor,rainy,11,33.48146908984331,5.786446867445492,morning,weekend,56.78387930631463
Route_19,medium,poor,foggy,49,55.93687996133599,7.794401760330864,night,weekday,41.090139875621766
Route_19,medium,average,rainy,22,32.524505759018965,8.143668930947513,evening,weekend,33.872520982282474
Route_19,low,good,sunny,30,31.301679105484645,5.2944527935006995,afternoon,weekday,10.926627007094377
Route_19,low,good,sunny,34,41.84765415830723,13.330672240079556,morning,weekend,14.891206654345694
Route_19,high,good,sunny,15,37.71147100183505,7.254512310106474,morning,weekday,36.142941609569256
Route_19,medium,average,rainy,19,58.109579763222825,22.44629983208608,evening,weekday,33.739255291020484
Route_19,medium,poor,foggy,17,20.75226181686496,21.929888483487463,afternoon,weekday,27.15839428887465
Route_19,low,good,rainy,35,28.441876037605027,9.014098099984182,morning,weekday,37.39983976128811
Route_19,low,good,foggy,41,50.21728821685323,21.183570091257966,evening,weekend,28.165785819443826
Route_19,high,average,sunny,36,57.06111178276019,7.345298504213722,morning,weekend,34.554366617572704
Route_19,medium,poor,foggy,25,34.20732800215469,24.627585361161497,evening,weekday,41.494742499264525
Route_19,high,average,rainy,29,23.371509868695167,12.65866782078306,afternoon,weekday,35.512107024322376
Route_19,medium,poor,foggy,42,48.22131034502419,18.768134954133163,afternoon,weekday,32.275373248545286
Route_19,medium,good,rainy,43,42.57514587924399,8.76289346545021,afternoon,weekend,14.206990776855276
Route_19,medium,poor,foggy,35,36.69148286242822,20.120941970192515,afternoon,weekend,28.985985755021627
Route_19,high,good,foggy,48,47.98560187114097,24.352021236171872,night,weekday,30.150475617754324
Route_19,high,good,foggy,19,35.39704146178448,12.472229591790402,night,weekday,26.465995478850058
Route_19,high,poor,foggy,21,28.83083948444525,16.897383805882573,night,weekend,48.43984349206397
Route_19,medium,average,sunny,28,48.31218843179171,22.48176152361834,afternoon,weekday,11.040667792717311
Route_19,medium,poor,foggy,10,43.23219832278829,14.389070275760563,afternoon,weekend,22.130226288730203
Route_19,medium,poor,foggy,41,48.219677404354485,10.8071489672689,evening,weekend,25.29358476546767
Route_19,medium,good,rainy,16,41.05739744400392,7.178376427336445,night,weekend,23.02343957431783
Route_19,high,good,sunny,42,38.81912856264215,18.617329866171623,evening,weekday,33.798029951506095
Route_19,high,good,rainy,19,36.40891216026756,6.271221682910048,night,weekend,27.52476273850947
Route_19,high,good,foggy,40,25.058016913588173,7.739442751464982,evening,weekday,48.08765412799672
Route_19,medium,average,foggy,23,27.45639558742578,9.824553671111623,evening,weekday,28.416692954570813
Route_19,medium,good,rainy,10,34.381012182885264,21.456897733041185,morning,weekend,31.641281552842276
Route_19,high,poor,rainy,32,36.36024962942102,27.53173249059763,night,weekday,50.34802502810079
Route_19,low,good,sunny,23,53.57785935016392,7.307561569513863,morning,weekday,19.129749644241876
Route_19,low,average,sunny,19,33.90976603551401,26.8573991377006,morning,weekend,17.775648047565443
Route_19,medium,average,sunny,32,53.586711942211664,7.658936824240085,morning,weekday,23.724771300325607
Route_19,high,average,rainy,36,42.316911203596284,29.385102676082965,evening,weekend,44.6057490660192
Route_19,medium,poor,sunny,45,49.510308282105164,25.624789463039754,morning,weekday,37.74591819744276
Route_19,low,average,rainy,14,38.60084123240142,10.35630009459588,night,weekend,10.438876252819671
Route_19,low,poor,rainy,46,30.322491182161848,23.677263005902915,night,weekend,20.299575750358223
Route_19,high,average,sunny,20,47.69027136750037,13.398764718350844,evening,weekend,40.2463995751563
Route_19,medium,good,sunny,46,51.196105373191685,9.99413935290495,afternoon,weekend,4.324574522598857
Route_19,medium,average,sunny,49,33.187488453243034,18.851739331298624,morning,weekend,15.00436455346545
Route_19,high,good,sunny,31,20.924774567603215,25.838167048767733,evening,weekend,41.55974254031602
Route_19,medium,average,sunny,28,29.882567880883684,19.921083558728675,evening,weekday,23.576126816871817
Route_19,high,average,rainy,36,22.145624353346136,26.326520608557605,morning,weekday,37.88558381509257
Route_19,high,good,foggy,39,26.742574483883892,5.259082499144581,evening,weekend,39.734043236216166
Route_19,medium,good,foggy,19,56.50334098015975,26.22185650293803,morning,weekday,28.822613440154868
Route_19,high,poor,sunny,40,47.98905747755019,27.80791031569052,afternoon,weekend,46.029449361072665
Route_19,high,average,sunny,35,52.633239688322384,27.699458961423296,night,weekend,28.236826300898258
Route_19,low,average,foggy,15,51.484414733436,15.768112003156228,night,weekend,10.602871278448891
Route_19,medium,good,rainy,15,58.45538885119517,10.824691961617042,afternoon,weekday,26.79417597588745
Route_19,high,poor,rainy,46,27.43996024267538,22.319078236984787,evening,weekend,50.710283455244166
Route_19,low,average,rainy,23,51.004038216914125,13.964081331154961,night,weekday,11.578507526831933
Route_19,high,good,sunny,15,24.254423866906677,26.22744444185488,morning,weekday,35.067991182721364
Route_19,medium,poor,foggy,26,27.074087884198708,21.063677462855633,evening,weekend,35.239021157783625
Route_19,high,poor,rainy,23,54.73396230414569,21.66815092247672,morning,weekend,56.50123971358207
Route_19,medium,poor,foggy,20,52.86468217552019,5.4691299869597545,morning,weekend,36.44413100155396
Route_19,medium,good,rainy,42,32.84979975223792,18.475678340382583,evening,weekday,36.802456212177475
Route_19,medium,good,rainy,29,43.0124946239569,12.302337461531387,afternoon,weekday,17.32871185799983
Route_19,low,average,sunny,15,29.667346610499305,16.01881248220721,evening,weekday,20.87051220649785
Route_19,high,average,foggy,19,56.76790268029911,18.378225930456942,night,weekend,38.565042584969746
Route_19,high,poor,foggy,40,54.320171036027396,26.57915829394908,morning,weekend,61.833504472874324
Route_19,medium,good,sunny,18,44.31284541021628,13.792686265835497,morning,weekday,14.242626695997497
Route_19,medium,average,sunny,10,31.196373645009118,15.64705478250955,afternoon,weekday,11.012900505577521
Route_19,medium,poor,foggy,40,25.38699025228775,5.453680506119738,night,weekend,26.803891040089518
Route_19,low,average,sunny,41,22.138565717736732,16.12044196480022,night,weekday,16.236546931057127
Route_19,medium,good,foggy,23,24.49286139418648,17.74620062989945,afternoon,weekend,16.637381361033977
Route_19,high,average,foggy,43,37.58738741189629,11.05941460722854,night,weekday,33.384957149203636
Route_19,high,average,sunny,21,35.20980656978807,23.132537800395447,night,weekend,21.172157785215948
Route_19,low,average,rainy,33,47.21610246920085,24.700423221096194,evening,weekend,28.644571127925673
Route_19,low,good,foggy,45,47.908561490706354,10.321108658310669,morning,weekday,28.98912014744429
Route_19,low,good,rainy,11,50.42258280382824,5.305307408640873,afternoon,weekend,18.697920121074926
Route_19,medium,good,foggy,24,38.01887394864643,16.20755809887273,night,weekend,16.672289938420725
Route_19,high,average,sunny,50,34.862392379338594,26.33336729598345,evening,weekend,28.402694297852413
Route_19,low,poor,foggy,11,46.73300014688636,25.511911585603183,evening,weekend,32.83252519169163
Route_19,medium,poor,rainy,23,46.34414891887374,6.419869366916329,evening,weekend,48.431148390982514
Route_19,medium,poor,foggy,43,51.56211700003908,17.707279473301305,morning,weekday,46.60560685376244
Route_19,medium,good,rainy,29,39.77757244451294,18.694752269183166,night,weekend,22.872560178704173
Route_19,high,good,foggy,36,41.509788333758245,29.985926860146243,afternoon,weekday,29.531805537019753
Route_19,low,poor,rainy,29,34.60587227497833,17.55477317332919,afternoon,weekday,34.64532916989689
Route_19,medium,good,rainy,38,32.60207755577541,10.904605726602565,evening,weekday,43.69729145106432
Route_19,medium,good,foggy,21,57.6591639635316,24.299234673101157,evening,weekday,22.09540348059343
Route_19,medium,good,foggy,27,24.84170749157906,28.499175456538577,morning,weekend,25.435763255334926
Route_19,low,average,rainy,41,46.87976680292462,25.556067040379254,afternoon,weekday,22.628094299616166
Route_19,medium,average,rainy,10,55.781668155036854,8.909543133604748,afternoon,weekend,13.287603918920958
Route_19,high,good,sunny,40,51.18552133015074,22.855201853562704,evening,weekday,41.00111486505751
Route_19,high,average,sunny,11,35.03712973769476,22.928319707920533,morning,weekend,22.975772016164075
Route_19,medium,good,sunny,22,48.5649120531183,20.409774510939634,night,weekday,8.243838114520265
Route_19,medium,poor,sunny,26,51.1550138022532,14.722053712485582,evening,weekday,40.24747196231603
Route_19,low,average,sunny,18,35.82877963082659,10.788827683788618,afternoon,weekend,13.366525148848806
Route_19,medium,poor,rainy,13,45.95911758052645,15.640643037070982,evening,weekend,32.200605703618976
Route_19,medium,good,rainy,14,35.86689502284422,10.013852525503722,afternoon,weekday,15.958225032824206
Route_19,low,average,sunny,43,27.00272984320195,23.785618786407067,morning,weekday,23.204998853431498
Route_19,high,good,rainy,21,29.06029323430002,22.93176742089652,morning,weekend,53.04658681200776
Route_19,low,poor,foggy,31,53.59176056030285,13.847431201618845,afternoon,weekday,21.760861443409805
Route_19,high,good,foggy,29,45.95354507475668,25.739969185300044,evening,weekday,43.36146100083297
Route_19,medium,average,rainy,46,34.94554626397935,15.296005014097997,night,weekend,11.474821597475774
Route_19,low,average,foggy,49,47.0314408067167,14.5295053473596,night,weekday,17.134769660882778
Route_19,low,poor,sunny,28,53.840852150085865,23.395292015276915,night,weekend,18.140863837695807
Route_19,high,average,sunny,47,29.50120615235759,23.15411834966833,afternoon,weekend,23.197354657024455
Route_19,medium,poor,foggy,41,36.02752041500292,25.590742031020838,afternoon,weekday,37.424077356490066
Route_19,high,average,foggy,20,24.92232639595482,9.055552930449426,afternoon,weekday,36.21903527273408
Route_19,high,poor,sunny,31,57.24459079366549,12.47981085925005,morning,weekend,48.963751843746934
Route_19,high,average,rainy,11,22.36478245080758,26.721679775872733,morning,weekend,47.096350461197396
Route_19,low,poor,rainy,34,32.368248251529515,29.351254690506803,night,weekday,24.669257946738323
Route_19,medium,poor,rainy,40,21.70424042019401,27.698128491941063,evening,weekend,34.909916892769694
Route_19,low,good,rainy,26,47.42658015660183,9.433820795296786,afternoon,weekend,15.065175073734247
Route_19,high,good,foggy,46,42.02751607490163,21.16449283360964,night,weekday,39.58065959672793
Route_19,medium,poor,rainy,40,21.26362128425265,9.583068852776396,morning,weekday,44.53360199837675
Route_19,medium,average,rainy,11,54.21131779925606,22.778817212040522,afternoon,weekday,21.039031983316807
Route_19,medium,good,rainy,16,21.83871125579245,27.468733086119485,morning,weekday,22.416233070496258
Route_19,low,good,rainy,36,46.46939268903492,24.812271700912234,evening,weekday,21.019798644275372
Route_19,high,average,rainy,31,21.327516916650644,22.265126596231973,afternoon,weekend,30.683981118596957
Route_19,medium,good,rainy,12,20.441103830262865,23.676425887479226,afternoon,weekend,17.741638696336363
Route_19,medium,good,foggy,44,23.954702314252074,9.913815709376141,night,weekend,24.942786947683803
Route_19,low,poor,rainy,46,41.644102155016895,25.923139988351927,afternoon,weekday,27.266938426601016
Route_19,medium,poor,sunny,37,58.719147476008466,24.97043355993438,night,weekend,22.73243833611517
Route_19,low,poor,foggy,45,22.768917811599486,10.404026026234776,afternoon,weekend,24.458559464761315
Route_19,low,poor,rainy,46,53.58051647478115,25.83340595223683,afternoon,weekday,30.3012868921134
Route_19,high,good,foggy,32,48.443588428666885,11.11975669643543,afternoon,weekend,29.395166810567822
Route_19,high,poor,foggy,35,48.12540639924258,6.9417475783899185,evening,weekend,52.55155719712624
Route_19,medium,poor,rainy,18,57.55888327525121,16.64645374348743,morning,weekday,44.95929005020205
Route_19,medium,poor,rainy,27,51.25660133981085,26.345923467476442,evening,weekday,31.11616892255085
Route_19,high,poor,sunny,26,55.028083707748884,9.979060795792916,evening,weekday,38.126735030532515
Route_19,medium,poor,sunny,10,20.137862892414947,8.185359048974867,evening,weekday,35.364503626002815
Route_19,high,poor,foggy,41,48.33472993092023,6.012291925387423,morning,weekday,51.779304559710695
Route_19,medium,average,foggy,44,20.47236488590817,28.13760239243695,evening,weekday,33.7334223278543
Route_19,low,good,sunny,29,40.476521425609334,28.065205527380446,night,weekday,9.687483284586095
Route_19,medium,good,rainy,22,40.32008851223249,17.046435012881876,evening,weekend,20.091393092689767
Route_19,low,good,foggy,29,52.01948188777675,24.02481797757346,afternoon,weekend,15.21011207600823
Route_19,medium,average,foggy,13,44.2825664213715,21.74959680489608,night,weekend,11.635501774888613
Route_19,high,good,rainy,23,37.29341183560849,25.7896180913936,afternoon,weekday,39.02694453983083
Route_19,medium,poor,foggy,39,54.359596468693965,17.512698639638575,evening,weekend,33.61909266425219
Route_19,high,poor,sunny,18,31.913680492783115,10.665620748124734,morning,weekend,49.20981036224081
Route_19,medium,average,sunny,33,35.90853928276143,18.184685649836986,morning,weekend,12.991954262997654
Route_19,low,good,rainy,47,30.95813122769663,23.896911518437562,night,weekend,10.04573067407474
Route_19,low,average,foggy,28,49.589408299609694,27.118894548197527,afternoon,weekend,6.19350843363747
Route_19,low,average,rainy,34,24.24823252271822,26.704193721863916,night,weekday,14.083517819344163
Route_19,high,poor,sunny,16,43.51013416949614,18.417828253075903,evening,weekday,53.42271949250129
Route_19,medium,good,foggy,33,52.79978376489221,20.32910089325187,night,weekday,21.421605295762163
Route_19,high,average,sunny,42,30.755275532738917,17.619672556230356,morning,weekend,32.21061508468244
Route_19,low,average,foggy,16,32.23816550136371,16.345744474140396,night,weekend,14.130230780554395
Route_19,low,good,foggy,27,42.62100624595959,22.58726221099184,afternoon,weekday,23.750892259923734
Route_19,high,average,sunny,48,59.15829713518568,7.273513893272167,morning,weekend,45.53883389932361
Route_19,low,poor,sunny,20,59.527166153304165,15.46716654376832,night,weekday,15.029705643639051
Route_19,medium,good,rainy,26,29.995087005676968,10.05602033466604,evening,weekend,27.765247581101434
Route_19,high,good,sunny,27,56.89486596060667,24.181190590157403,afternoon,weekday,20.357102245717382
Route_19,medium,poor,sunny,10,49.46234007921447,24.399145681044168,evening,weekend,21.97525578400268
Route_19,medium,good,rainy,29,59.45339847287975,9.951541394523929,morning,weekend,23.304661807705802
Route_19,high,average,rainy,47,37.69090895514131,27.35197164905471,evening,weekday,38.81334382581605
Route_19,high,poor,foggy,48,28.877695668436424,19.47576046194604,evening,weekend,52.745189591165314
Route_19,low,good,sunny,36,42.33488770876438,22.488702953547943,afternoon,weekend,8.024197474727792
Route_19,high,poor,sunny,34,28.596795138541317,5.1059868837262306,afternoon,weekend,31.14980172340358
Route_19,low,average,rainy,12,26.99514700635096,11.710309434182784,afternoon,weekend,22.21218848265345
Route_19,medium,average,rainy,45,37.60640916337559,11.514672479743666,afternoon,weekday,27.251873970787937
Route_19,medium,average,rainy,28,42.89772932135719,6.750655049587962,evening,weekday,36.554208938997164
Route_19,high,good,rainy,35,42.6479481285858,17.981647015550585,morning,weekend,48.58226068752972
Route_19,low,poor,foggy,10,54.43551549725364,29.787909035835348,afternoon,weekday,36.271808782096144
Route_19,low,good,sunny,18,49.18063974774412,23.310929373550092,morning,weekday,22.17891785646519
Route_19,medium,poor,sunny,45,22.766340227830028,24.000836416229518,evening,weekday,36.12479882830068
Route_19,medium,poor,sunny,23,27.738840144281937,28.20715750277797,night,weekday,20.811642710697306
Route_19,high,poor,sunny,42,55.66795907567191,11.54921312846165,morning,weekday,49.19321380272799
Route_19,medium,average,foggy,36,46.38245134062523,17.544077883525922,night,weekday,25.652187666145203
Route_19,medium,average,sunny,31,32.18357960419891,25.87641921306904,afternoon,weekend,13.474681007415727
Route_19,low,good,sunny,41,59.340816793607154,12.945337334033912,afternoon,weekday,19.418615244447295
Route_19,medium,poor,foggy,41,45.366779094684645,16.207518761879726,morning,weekend,36.86623638588271
Route_19,high,average,rainy,24,44.673113391162,24.321560665219746,morning,weekday,40.663311192359515
Route_19,high,poor,rainy,20,58.928227395589765,14.552782321236714,morning,weekend,44.486987091133415
Route_19,high,poor,sunny,49,34.77621274051444,16.65798935960904,night,weekend,30.41619774599395
Route_19,low,poor,rainy,49,33.04264275734516,22.98679882074666,evening,weekend,35.065573459462016
Route_19,medium,poor,rainy,25,48.156610922368614,25.446320581812696,afternoon,weekday,34.139611044815375
Route_19,high,average,foggy,15,28.783065624306946,20.26000440905414,afternoon,weekday,28.082246802154533
Route_19,medium,average,foggy,28,49.51054265702966,20.828197661958086,afternoon,weekday,18.82032140564695
Route_19,low,poor,rainy,15,33.09356327700862,27.03044013099607,evening,weekend,31.316284788942504
Route_19,medium,average,sunny,14,24.238681973750026,10.85929411420965,afternoon,weekend,14.779632918713416
Route_19,low,poor,sunny,43,24.917039463006503,28.090323501999986,evening,weekend,37.88609697791079
Route_19,low,good,foggy,41,35.11938575789128,16.021911045058303,morning,weekday,34.50616323230197
Route_19,high,good,sunny,12,35.10937342706703,23.13390215897171,evening,weekday,34.44437764094887
Route_19,high,average,sunny,18,51.608642738640285,12.278053096656853,afternoon,weekday,34.93638761518819
Route_19,low,average,rainy,25,30.41108438505805,22.810192106605793,evening,weekday,22.65756739956432
Route_19,high,average,rainy,35,20.378133941244073,19.48047450973439,night,weekend,23.337616821406797
Route_19,low,poor,foggy,23,40.75227801262335,6.0995016237944215,morning,weekday,39.59551345421241
Route_19,high,good,sunny,25,47.093529461774,20.75512804577526,evening,weekday,28.689628997376946
Route_19,high,good,foggy,35,48.59208987367813,18.4056230056956,afternoon,weekend,32.19344533683915
Route_19,high,good,sunny,20,39.30152409419797,14.480464980931611,evening,weekday,35.93913014437619
Route_19,medium,poor,sunny,23,42.322048684634595,5.364304678237081,night,weekday,16.621476147410206
Route_19,medium,good,sunny,44,45.90831647529481,14.649245522100818,afternoon,weekday,9.311748134421538
Route_19,high,poor,sunny,19,20.094941479586552,5.193232088756096,night,weekend,36.89574280121363
Route_19,high,good,rainy,31,54.35904570391764,8.499708829179141,night,weekend,38.80709236022365
Route_19,low,average,sunny,48,25.124123665068993,16.928206057364573,evening,weekend,12.451590677116888
Route_19,high,poor,foggy,10,54.66991559032067,17.284256940092206,afternoon,weekday,54.81408507076254
Route_19,high,good,rainy,23,41.72147443985552,6.206717083196704,morning,weekday,40.05455465519764
Route_19,high,good,rainy,39,20.255857898386044,23.44113472567815,evening,weekday,40.814068381418856
Route_19,medium,poor,rainy,26,39.219161789287405,16.813220829935084,night,weekend,27.20272172520462
Route_19,high,average,foggy,44,58.80511082754769,19.404930565220276,evening,weekend,34.5885917008664
Route_19,medium,poor,rainy,20,23.634266016313333,23.04046750539606,morning,weekday,42.844116537475955
Route_19,medium,average,foggy,46,55.25090007325718,14.406094347797245,evening,weekend,30.140000859327444
Route_19,high,good,foggy,18,45.399141239060754,27.75742494741558,evening,weekday,33.5144787160485
Route_19,high,poor,sunny,47,36.61075494890455,29.789707389370257,evening,weekday,36.241133165858336
Route_19,high,poor,sunny,34,48.54186497519224,7.226919854125963,afternoon,weekday,39.064424176897504
Route_19,low,average,foggy,41,30.17742228209247,12.550854000518974,afternoon,weekend,19.908152197115967
Route_19,low,poor,foggy,10,51.367064775773656,9.253258568540694,afternoon,weekend,23.186782262305943
Route_19,high,poor,sunny,45,46.21642252124931,12.499767271415022,evening,weekend,45.46661874525976
Route_19,low,average,foggy,25,43.074630921308454,13.486298335949606,night,weekday,15.205191019349524
Route_19,medium,good,rainy,17,31.625594275229876,21.456361268593927,evening,weekday,20.640697464918528
Route_19,high,poor,sunny,11,47.04277821377623,19.1148328861503,evening,weekend,39.36990833950189
Route_19,high,good,sunny,18,27.510566964405147,9.79530738638782,afternoon,weekday,24.62033611449172
Route_19,high,average,sunny,34,32.927192573989316,21.415250694662443,morning,weekend,41.2512936919997
Route_19,low,good,foggy,19,24.07208434327118,28.359931948877858,night,weekend,10.351703962260839
Route_19,medium,good,rainy,28,37.57821490873242,29.846520129532358,evening,weekday,39.94351507018264
Route_19,low,poor,rainy,30,20.14867771152028,10.6186930425933,morning,weekday,43.18122563954509
Route_19,high,poor,foggy,24,35.32417332607783,29.88340058465372,afternoon,weekday,43.986054398922164
Route_19,high,good,foggy,21,44.90289519857889,14.57320678624134,evening,weekend,42.94290544127647
Route_19,high,good,sunny,48,20.547604664043142,26.278573493053166,evening,weekday,36.17823326636159
Route_19,high,good,foggy,26,43.80419763226186,10.088272908801855,afternoon,weekend,31.854556883588398
Route_19,high,good,foggy,19,33.46279208221837,10.93779359820769,night,weekday,31.082679417162538
Route_19,low,average,sunny,29,47.22026603600641,8.191832051200352,evening,weekday,27.260554381831806
Route_19,high,good,rainy,29,43.13776576307553,14.282997511199087,evening,weekend,35.394828971333084
Route_19,high,good,foggy,27,47.40254818116654,24.3630765042667,afternoon,weekend,38.65293801168913
Route_19,low,good,foggy,13,54.20551191173031,8.485233383470232,night,weekday,21.41180234529661
Route_19,medium,average,foggy,30,41.611410583183755,29.185663351966305,afternoon,weekend,9.79440731087408
Route_19,low,average,rainy,42,25.279875611570066,16.836929415062198,morning,weekday,29.16407162619181
Route_19,medium,good,sunny,45,28.465649473072805,12.365043954733483,night,weekday,17.72873244052668
Route_19,medium,average,foggy,45,36.471693320753445,6.110169612517456,morning,weekend,23.55326010934407
Route_19,high,good,foggy,11,33.2098565973548,17.190598463953805,evening,weekday,49.134779106441165
Route_19,medium,poor,sunny,30,29.22997188874692,23.337644806285,afternoon,weekday,22.334972325560695
Route_19,high,average,rainy,44,55.38391792843981,11.719019114986278,night,weekend,39.44847060824037
Route_19,high,good,sunny,28,36.295747872452125,19.00626621175365,morning,weekday,38.458038375154246
Route_19,high,average,foggy,13,41.76327997893701,29.95781736552442,night,weekend,22.642332189001962
Route_19,low,average,rainy,37,54.47214770241896,14.33834175676582,afternoon,weekday,17.0741905814903
Route_19,high,good,rainy,43,47.97342424909682,29.86777872218952,morning,weekday,46.295526690732885
Route_19,low,average,rainy,38,50.64869748921081,12.959521976235095,afternoon,weekday,23.52399521520814
Route_19,high,poor,rainy,10,29.70293314613599,7.973561690198262,evening,weekday,65.07114870552869
Route_19,high,average,sunny,20,54.16741458774095,25.419971416702463,evening,weekend,27.16555814143622
Route_19,low,average,rainy,45,40.22313015666761,28.726536830918317,night,weekday,25.84075248251957
Route_19,low,average,foggy,12,44.37152796941254,13.762671596476551,evening,weekday,26.689137154030675
Route_19,low,poor,rainy,46,35.855366810401954,25.547031496021347,evening,weekday,28.30791500441616
Route_19,medium,average,foggy,16,24.699353212550722,23.095151500243983,morning,weekend,17.132088531201564
Route_19,medium,poor,sunny,12,54.81045452882416,23.393873083889726,afternoon,weekend,20.817087114373923
Route_19,high,poor,foggy,50,25.89396226388217,14.670570541562428,evening,weekend,62.03417661337063
Route_19,high,poor,sunny,41,50.932172401188524,25.23688460667219,afternoon,weekday,24.043368870058877
Route_19,low,good,foggy,14,58.016707547537855,10.428284541285937,night,weekday,19.63949739242217
Route_19,medium,good,sunny,29,55.19693308269857,25.0321199806466,morning,weekday,31.68957546519766
Route_19,low,average,rainy,41,44.032821127902054,14.098134891434517,evening,weekday,24.76924312417629
Route_19,high,good,rainy,44,39.66850156349915,8.077185461533443,evening,weekday,47.56691024775367
Route_19,medium,poor,foggy,28,39.52739777019113,22.723165645049,afternoon,weekend,37.87709754532894
Route_19,low,average,sunny,50,53.9809769042883,27.448801163765477,morning,weekday,18.673304955202887
Route_19,low,average,foggy,39,34.41256691924463,20.610260535249843,morning,weekday,39.133099585088516
Route_19,medium,poor,foggy,28,54.516824034116,12.387352797541741,afternoon,weekday,37.098803603469946
Route_19,low,average,foggy,50,29.53971751765178,22.7989980343491,morning,weekday,25.355295662148905
Route_19,high,good,foggy,30,44.93896820542354,15.235885534462474,evening,weekend,38.32479062964084
Route_19,high,average,rainy,48,30.15553044983573,5.290673286303064,night,weekday,37.27500691380896
Route_19,medium,average,rainy,34,50.89574121389979,10.718059301685361,night,weekday,18.35937474491441
Route_20,high,average,sunny,48,50.86212812030175,11.584454367668563,night,weekday,26.88247483812659
Route_20,high,good,foggy,23,26.860776750424623,8.112158528568118,evening,weekend,37.71686566557794
Route_20,low,average,sunny,43,49.04851395825504,15.094711979164542,afternoon,weekend,1.0394276229805453
Route_20,high,average,rainy,35,54.77379508758373,29.54596599456879,morning,weekday,57.19052111913312
